AMBLER_CLASS;NAME;ALTERNATIVE_NAME;SUBFAMILY;blaNAME;GENPEPT_ID;GENBANK_ID;PUBMED_ID;SEQUENCE_LINK;NUMBER_PDB_STRUCTURES;MUTANTS;PHENOTYPE;FUNCTIONAL_INFORMATION;NATURAL_OR_AQUIRED
D;OXA-1164;NULL;OXA-270-like;blaOXA-1164;UZF98455;OP745004;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1165;NULL;OXA-270-like;blaOXA-1165;UZF98457;OP745006;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1166;NULL;OXA-270-like;blaOXA-1166;MBN6528269;JAFJYU010000004;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1176;NULL;OXA-60-like;blaOXA-1176;BDT65866;LC739023;NULL;view;NULL;NULL;NULL;carbapenemase;N (Ralstonia mannitolilytica)
D;OXA-1178;NULL;OXA-58-like;blaOXA-1178;UZZ47413;OP895673;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1182;NULL;OXA-143-like;blaOXA-1182;WAS27906;OP966823;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1185;NULL;OXA-213-like;blaOXA-1185;BDU78995;LC742738;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-1186;NULL;OXA-198-like;blaOXA-1186;WEG43791;OQ442837;39319679 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1189;NULL;OXA-213-like;blaOXA-1189;EKU39511;AMSS01000032;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. WC-141)
D;OXA-1190;NULL;OXA-229-like;blaOXA-1190;TNL53308;SIRF01000003;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1191;NULL;OXA-229-like;blaOXA-1191;RSZ28318;LKDJ02000001;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1192;NULL;OXA-229-like;blaOXA-1192;WP_274945001;NG_157037;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1193;NULL;OXA-229-like;blaOXA-1193;MBJ8552058;JADWNY010000007;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1194;NULL;OXA-229-like;blaOXA-1194;MBJ8450702;JADWNU010000003;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1195;NULL;OXA-229-like;blaOXA-1195;WP_151825371;NG_157040;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1196;NULL;OXA-229-like;blaOXA-1196;WP_151810644;NG_157041;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1197;NULL;OXA-229-like;blaOXA-1197;WP_151713720;NG_157042;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1208;NULL;OXA-1208-like;blaOXA-1208;BEK62627;LC771429;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp.)
D;OXA-1214;NULL;OXA-51-like;blaOXA-1214;WLF01973;OR367330;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1215;NULL;OXA-286-like;blaOXA-1215;WEI19547;CP119223;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter proteolyticus)
D;OXA-1216;NULL;OXA-23-like;blaOXA-1216;WLF01981;OR367338;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1217;NULL;OXA-51-like;blaOXA-1217;WLY62585;OR449067;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1218;NULL;OXA-51-like;blaOXA-1218;WLY62588;OR449070;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1219;NULL;OXA-51-like;blaOXA-1219;WLY62589;OR449071;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1220;NULL;OXA-51-like;blaOXA-1220;WLY62590;OR449072;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1222;NULL;OXA-270-like;blaOXA-1222;BER91150;LC777321;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1223;NULL;OXA-23-like;blaOXA-1223;WOL30562;OR695062;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1224;NULL;OXA-213-like;blaOXA-1224;AUM26516;CP018909;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1225;NULL;OXA-24-like;blaOXA-1225;WRW33976;PP125276;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-1227;NULL;OXA-1152-like;blaOXA-1227;BFF41851;LC797989;NULL;view;NULL;NULL;NULL;carbapenemase;N (Pandoraea sputorum)
D;OXA-1228;NULL;OXA-1152-like;blaOXA-1228;BFF41852;LC797990;NULL;view;NULL;NULL;NULL;carbapenemase;N (Pandoraea sputorum)
D;OXA-1229;NULL;OXA-51-like;blaOXA-1229;WVW91693;PP328940;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1230;NULL;OXA-51-like;blaOXA-1230;WVW91694;PP328941;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-1234;NULL;OXA-270-like;blaOXA-1234;WVW91705;PP328952;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp.)
D;OXA-1235;NULL;OXA-270-like;blaOXA-1235;WVW91706;PP328953;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1236;NULL;OXA-270-like;blaOXA-1236;WVW91707;PP328954;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter variabilis)
D;OXA-1237;NULL;OXA-270-like;blaOXA-1237;WP_334377767;NG_242587;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-1239;NULL;NULL;blaOXA-1239;EJN1410403;ABHGGG010000076;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1241;NULL;OXA-23-like;blaOXA-1241;EMS7317483;NG_242744;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1249;NULL;OXA-51-like;blaOXA-1249;XBP46893;PP858917;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii ABAM62)
D;OXA-1264;NULL;OXA-153-like;blaOXA-1264;XGJ10589;PQ196143;NULL;view;NULL;NULL;NULL;carbapenemase;N (Pandoraea apista 2411469)
D;OXA-1265;NULL;OXA-51-like;blaOXA-1265;XGJ10591;PQ196145;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4062)
D;OXA-1266;NULL;OXA-213-like;blaOXA-1266;XGJ10592;PQ196146;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii 24A4042)
D;OXA-1303;NULL;OXA-24-like;blaOXA-1303;EMI2597407;NG_243521;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1310;NULL;OXA-213-like;blaOXA-1310;XJP49366;PQ118408;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-3)
D;OXA-1311;NULL;OXA-213-like;blaOXA-1311;XJP49367;PQ118409;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-17)
D;OXA-1312;NULL;OXA-213-like;blaOXA-1312;XJP49368;PQ118410;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-60)
D;OXA-1313;NULL;OXA-213-like;blaOXA-1313;XJP49369;PQ118411;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-204)
D;OXA-1314;NULL;OXA-213-like;blaOXA-1314;XJP49370;PQ118412;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-11)
D;OXA-1315;NULL;OXA-213-like;blaOXA-1315;XJP49371;PQ118413;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-120)
D;OXA-1316;NULL;OXA-213-like;blaOXA-1316;XJP49372;PQ118414;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-212)
D;OXA-1317;NULL;OXA-213-like;blaOXA-1317;XJP49373;PQ118415;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-145)
D;OXA-1318;NULL;OXA-213-like;blaOXA-1318;XJP49374;PQ118416;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii Aci-IMMIH-38)
D;OXA-1319;NULL;OXA-213-like;blaOXA-1319;XJP49375;PQ118417;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. Aci-IMMIH-172)
D;OXA-1320;NULL;OXA-213-like;blaOXA-1320;XJP49376;PQ118418;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae Aci-IMMIH-29)
D;OXA-1321;NULL;OXA-213-like;blaOXA-1321;XJP49377;PQ118419;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae Aci-IMMIH-234)
D;OXA-1322;NULL;OXA-24-like;blaOXA-1322;EOA1230286;ABVZLG010000080;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1325;NULL;OXA-23-like;blaOXA-1325;MFH7896241;ABQHCR020000021;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-1328;NULL;OXA-51-like;blaOXA-1328;XLQ25734;PQ659032;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii BUK-IK)
D;OXA-1329;NULL;OXA-51-like;blaOXA-1329;XLQ31174;PQ763677;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4313)
D;OXA-1330;NULL;OXA-143-like;blaOXA-1330;XLQ31175;PQ763678;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii 24A4273)
D;OXA-1331;NULL;OXA-213-like;blaOXA-1331;XLQ31176;PQ763679;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii 24A4171)
D;OXA-1335;NULL;OXA-51-like;blaOXA-1335;XOA00391;PV054823;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4333)
D;OXA-1336;NULL;OXA-51-like;blaOXA-1336;XOA00392;PV054824;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4355)
D;OXA-1337;NULL;OXA-51-like;blaOXA-1337;XOA00393;PV054825;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4347)
D;OXA-1338;NULL;OXA-51-like;blaOXA-1338;XOA00395;PV054827;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4390)
D;OXA-1339;NULL;OXA-51-like;blaOXA-1339;XOA00396;PV054828;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4411)
D;OXA-1340;NULL;OXA-51-like;blaOXA-1340;XOA00397;PV054829;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4427)
D;OXA-1341;NULL;OXA-51-like;blaOXA-1341;XOA00398;PV054830;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 24A4434)
D;OXA-1342;NULL;OXA-213-like;blaOXA-1342;XOA00399;PV054831;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii 24A4442)
D;OXA-1343;NULL;OXA-213-like;blaOXA-1343;XOA00400;PV054832;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii 24A4299)
D;OXA-1344;NULL;OXA-213-like;blaOXA-1344;XOA00401;PV054833;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii 24A4364)
D;OXA-1345;NULL;OXA-213-like;blaOXA-1345;XOA00402;PV054834;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii 25A4468)
D;OXA-1346;NULL;OXA-213-like;blaOXA-1346;XOA00403;PV054835;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter geminorum 24A4362)
D;OXA-1347;NULL;OXA-213-like;blaOXA-1347;XOA00404;PV054836;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter oleivorans 25A4479)
D;OXA-1348;NULL;OXA-213-like;blaOXA-1348;XOA00405;PV054837;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lactucae 25A4484)
D;OXA-1373;NULL;OXA-143-like;blaOXA-1373;XPD12778;PV088246;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii NRZ-101171)
D;OXA-1374;NULL;OXA-51-like;blaOXA-1374;XPO98266;PV184585;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 25A4508)
D;OXA-1375;NULL;OXA-229-like;blaOXA-1375;XPO98267;PV184586;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae 25A4491)
D;OXA-1376;NULL;OXA-58-like;blaOXA-1376;XPO98261;PV184580;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii 25A4529)
D;OXA-P4;OXA-664;OXA-664-like;blaOXA-P4;DAB41835;BK010558;30247543 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter tandoii DSM 14970 = CIP 107469)
D;RAD-1;NULL;NULL;blaRAD-1;EFT35635;AENH01000025;36883515 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Riemerella anatipestifer RA-YM)
